%LAMBDA	Hb02 mm-1/mM	Hb mm-1/mM	H20 1/mm	fat  (mm-1 )  Hb-Met(mm-1/mM)  Hb-CO (mm-1/mM) evans blue(mm-1/mM) Meth Blue (mm-1/mM)			
944	0.30097	0.18235	0.022112	0.005034107	0.72535	8.00E-05	0	0
946	0.29987	0.17765	0.023784	0.004139046	0.72715	7.00E-05	0	0
948	0.29877	0.17295	0.026747	0.003354204	0.72895	6.00E-05	0	0
950	0.29767	0.16825	0.029785	0.002785502	0.73075	5.00E-05	0	0
952	0.29657	0.16355	0.032953	0.002311116	0.73255	4.00E-05	0	0
954	0.29547	0.15885	0.036186	0.001959153	0.73435	3.00E-05	0	0
956	0.29437	0.15415	0.039088	0.0016643	0.73615	2.00E-05	0	0
958	0.29327	0.14945	0.041468	0.001451061	0.73795	1.00E-05	0	0
960	0.29217	0.14475	0.04374	    0.00127863	0.73975	1.00E-05	0	0
962	0.29057	0.1408	0.045152	0.001147207	0.7404	1.00E-05	0	0
964	0.28897	0.13685	0.046564	0.001037587	0.74105	1.00E-05	0	0
966	0.28737	0.1329	0.047179	0.000954982	0.7417	1.00E-05	0	0
968	0.28577	0.12895	0.047635	0.00088768	0.74235	1.00E-05	0	0
970	0.28417	0.125	0.048005	0.000838131	0.743	1.00E-05	0	0
972	0.28257	0.12105	0.048306	0.000799384	0.74365	1.00E-05	0	0
974	0.28097	0.1171	0.048529	0.000770879	0.7443	1.00E-05	0	0
976	0.27937	0.11315	0.048549	0.000749005	0.74495	1.00E-05	0	0
978	0.27777	0.1092	0.048569	0.000739573	0.7456	1.00E-05	0	0
980	0.27617	0.10525	0.048205	0.000738743	0.74625	1.00E-05	0	0
982	0.27457	0.1013	0.04784	    0.000749995	0.7469	1.00E-05	0	0
984	0.27297	0.09735	0.047304	0.000770149	0.74755	1.00E-05	0	0
986	0.27137	0.0934	0.046702	0.000823808	0.7482	1.00E-05	0	0
988	0.26977	0.08945	0.046001	0.000903763	0.74885	1.00E-05	0	0
990	0.26817	0.0855	0.045176	0.001020684	0.7495	1.00E-05	0	0
992	0.26657	0.08155	0.044345	0.001168611	0.75015	1.00E-05	0	0
994	0.26497	0.0776	0.043489	0.001341742	0.7508	1.00E-05	0	0
996	0.26337	0.07365	0.042632	0.001537177	0.75145	1.00E-05	0	0
998	0.26177	0.0697	0.041663	0.001744714	0.7521	1.00E-05	0	0
1000    0.26017	0.06575	0.040679	0.001963354	0.75275	1.00E-05	0	0
